--------------------------------------------------------------------------------
Datum und Uhrzeit: 2023-06-26 21:25:52
Passwortalter, Datum der letzten Anmeldung und Anzahl der Logins für jeden Benutzer:


Benutzername         Passwortalter                               Letzte Anmeldung    Anzahl der Logins
------------         -------------                               ----------------    -----------------
aagas_rasu           1 Tage, 10 Stunden, 46 Minuten, 0 Sekunden  26.06.2023 17:37:27                 6
simon_grolimund      1 Tage, 10 Stunden, 47 Minuten, 32 Sekunden                                     0
simon_marti          1 Tage, 10 Stunden, 47 Minuten, 16 Sekunden                                     0
simon_rippstein      1 Tage, 10 Stunden, 45 Minuten, 58 Sekunden                                     0
simon_saner          1 Tage, 10 Stunden, 46 Minuten, 36 Sekunden                                     0
simon_schwenter      1 Tage, 10 Stunden, 46 Minuten, 5 Sekunden                                      0
simon_stauber        1 Tage, 10 Stunden, 46 Minuten, 6 Sekunden                                      0
simon_tang           1 Tage, 10 Stunden, 45 Minuten, 53 Sekunden                                     0
simon_uebelhart      1 Tage, 10 Stunden, 46 Minuten, 51 Sekunden                                     0
simon_vogt           1 Tage, 10 Stunden, 45 Minuten, 7 Sekunden                                      0
simon_zahradnik      1 Tage, 10 Stunden, 45 Minuten, 9 Sekunden                                      0
simona_kosanovic     1 Tage, 10 Stunden, 45 Minuten, 38 Sekunden                                     0
simone_aiello        1 Tage, 10 Stunden, 45 Minuten, 22 Sekunden                                     0
sina_keller          1 Tage, 10 Stunden, 47 Minuten, 23 Sekunden                                     0
sirak_fitsum         1 Tage, 10 Stunden, 45 Minuten, 48 Sekunden                                     0
sladan_radojevic     1 Tage, 10 Stunden, 47 Minuten, 8 Sekunden                                      0
sofia_soares         1 Tage, 10 Stunden, 46 Minuten, 56 Sekunden                                     0
sonja_ludaescher     1 Tage, 10 Stunden, 47 Minuten, 18 Sekunden                                     0
sophia_haefeli       1 Tage, 10 Stunden, 45 Minuten, 51 Sekunden                                     0
sophia_kissling      1 Tage, 10 Stunden, 48 Minuten, 2 Sekunden                                      0
sophie_krienbuehl    1 Tage, 10 Stunden, 45 Minuten, 17 Sekunden                                     0
soraya_neuenschwande 1 Tage, 10 Stunden, 37 Minuten, 3 Sekunden                                      0
soraya_pulfer        1 Tage, 10 Stunden, 46 Minuten, 30 Sekunden                                     0
sorin-fanica_pricopi 1 Tage, 10 Stunden, 44 Minuten, 58 Sekunden                                     0
stefan_arnold        1 Tage, 10 Stunden, 47 Minuten, 57 Sekunden                                     0
stefan_djokic        1 Tage, 10 Stunden, 47 Minuten, 42 Sekunden                                     0
stefan_jelaca        1 Tage, 10 Stunden, 45 Minuten, 25 Sekunden                                     0
stefan_jovanovic     1 Tage, 10 Stunden, 47 Minuten, 26 Sekunden                                     0
stefan_mitric        1 Tage, 10 Stunden, 46 Minuten, 2 Sekunden                                      0
stefanie_knecht      1 Tage, 10 Stunden, 47 Minuten, 23 Sekunden                                     0
stefano_stranges     1 Tage, 10 Stunden, 45 Minuten, 52 Sekunden                                     0
stephanie_nyffenegge 1 Tage, 10 Stunden, 37 Minuten, 0 Sekunden                                      0
steve_wirz           1 Tage, 10 Stunden, 44 Minuten, 50 Sekunden                                     0
steven_stalder       1 Tage, 10 Stunden, 46 Minuten, 56 Sekunden                                     0
stole_iliev          1 Tage, 10 Stunden, 44 Minuten, 55 Sekunden                                     0
sugjepan_niththiyana 1 Tage, 10 Stunden, 36 Minuten, 56 Sekunden                                     0
suleikacheyenne_erne 1 Tage, 10 Stunden, 45 Minuten, 26 Sekunden                                     0
sven_dobler          1 Tage, 10 Stunden, 46 Minuten, 31 Sekunden                                     0
sven_eng             1 Tage, 10 Stunden, 46 Minuten, 2 Sekunden                                      0
sven_erhard          1 Tage, 10 Stunden, 45 Minuten, 33 Sekunden                                     0
sven_habegger        1 Tage, 10 Stunden, 47 Minuten, 32 Sekunden                                     0
sven_syfrig          1 Tage, 10 Stunden, 45 Minuten, 4 Sekunden                                      0
sven_zwahlen         1 Tage, 10 Stunden, 48 Minuten, 1 Sekunden                                      0
svenja_ackermann     1 Tage, 10 Stunden, 47 Minuten, 59 Sekunden                                     0
svenja_casari        1 Tage, 10 Stunden, 45 Minuten, 39 Sekunden                                     0
sylvioreyes_niederha 1 Tage, 10 Stunden, 36 Minuten, 58 Sekunden                                     0
szilvia_rostas       1 Tage, 10 Stunden, 45 Minuten, 14 Sekunden                                     0
tabea_lagnaz         1 Tage, 10 Stunden, 44 Minuten, 56 Sekunden                                     0
taha_ucar            1 Tage, 10 Stunden, 46 Minuten, 51 Sekunden                                     0
tahir_husseini       1 Tage, 10 Stunden, 44 Minuten, 42 Sekunden                                     0
talisa_bluelle       1 Tage, 10 Stunden, 48 Minuten, 12 Sekunden                                     0
tamara_blaser        1 Tage, 10 Stunden, 44 Minuten, 51 Sekunden                                     0
tamara_duerrenberger 1 Tage, 10 Stunden, 44 Minuten, 48 Sekunden                                     0
tamara_lehmann       1 Tage, 10 Stunden, 47 Minuten, 20 Sekunden                                     0
tamara_odermatt      1 Tage, 10 Stunden, 47 Minuten, 11 Sekunden                                     0
tanja_jaeggi         1 Tage, 10 Stunden, 46 Minuten, 1 Sekunden                                      0
tatjana_coelhodamota 1 Tage, 10 Stunden, 45 Minuten, 17 Sekunden                                     0
tatjana_kocher       1 Tage, 10 Stunden, 44 Minuten, 55 Sekunden                                     0
temesgen_girmay      1 Tage, 10 Stunden, 46 Minuten, 26 Sekunden                                     0
temesgen_goitom      1 Tage, 10 Stunden, 46 Minuten, 26 Sekunden                                     0
teo_simic            1 Tage, 10 Stunden, 46 Minuten, 30 Sekunden                                     0
tesfabrhan_habtesila 1 Tage, 10 Stunden, 36 Minuten, 55 Sekunden                                     0
tesfaghiorgis_welday 1 Tage, 10 Stunden, 45 Minuten, 48 Sekunden                                     0
thanan_kirupakaran   1 Tage, 10 Stunden, 45 Minuten, 28 Sekunden                                     0
thierry_schluep      1 Tage, 10 Stunden, 47 Minuten, 1 Sekunden                                      0
thivijanga_thiviatha 1 Tage, 10 Stunden, 37 Minuten, 0 Sekunden                                      0
thomas_brudermann    1 Tage, 10 Stunden, 46 Minuten, 24 Sekunden                                     0
thomas_meister       1 Tage, 10 Stunden, 45 Minuten, 35 Sekunden                                     0
thomas_nyfeler       1 Tage, 10 Stunden, 47 Minuten, 11 Sekunden                                     0
thomas_waefler       1 Tage, 10 Stunden, 46 Minuten, 46 Sekunden                                     0
thuvarahan_varathara 1 Tage, 10 Stunden, 46 Minuten, 49 Sekunden                                     0
til_nordmann         1 Tage, 10 Stunden, 47 Minuten, 12 Sekunden                                     0
till_dreher          1 Tage, 10 Stunden, 45 Minuten, 10 Sekunden                                     0
till_estermann       1 Tage, 10 Stunden, 45 Minuten, 44 Sekunden                                     0
tim_adam             1 Tage, 10 Stunden, 47 Minuten, 59 Sekunden                                     0
tim_aebi2            1 Tage, 10 Stunden, 45 Minuten, 24 Sekunden                                     0
tim_schurtenberger   1 Tage, 10 Stunden, 46 Minuten, 59 Sekunden                                     0
tim_tamsel           1 Tage, 10 Stunden, 46 Minuten, 53 Sekunden                                     0
timo_buchser         1 Tage, 10 Stunden, 47 Minuten, 52 Sekunden                                     0
timo_friedli         1 Tage, 10 Stunden, 45 Minuten, 37 Sekunden                                     0
timo_ritter          1 Tage, 10 Stunden, 48 Minuten, 2 Sekunden                                      0
timon_kindler        1 Tage, 10 Stunden, 45 Minuten, 44 Sekunden                                     0
timon_mueller        1 Tage, 10 Stunden, 47 Minuten, 13 Sekunden                                     0
tobias_kaddatz       1 Tage, 10 Stunden, 45 Minuten, 7 Sekunden                                      0
tobias_schmidt       1 Tage, 10 Stunden, 47 Minuten, 1 Sekunden                                      0
tobias_studer3       1 Tage, 10 Stunden, 45 Minuten, 18 Sekunden                                     0
tobiasalfred_poethke 1 Tage, 10 Stunden, 44 Minuten, 58 Sekunden                                     0
tocev_hristijan      1 Tage, 10 Stunden, 44 Minuten, 45 Sekunden                                     0
tom_huguenin         1 Tage, 10 Stunden, 47 Minuten, 28 Sekunden                                     0
tom_jost             1 Tage, 10 Stunden, 47 Minuten, 26 Sekunden                                     0
tom_sury             1 Tage, 10 Stunden, 46 Minuten, 53 Sekunden                                     0
tomi_ninic           1 Tage, 10 Stunden, 46 Minuten, 22 Sekunden                                     0
toni_krasniqi        1 Tage, 10 Stunden, 44 Minuten, 52 Sekunden                                     0
toni_vodopivec       1 Tage, 10 Stunden, 46 Minuten, 47 Sekunden                                     0
tony_russo           1 Tage, 10 Stunden, 45 Minuten, 41 Sekunden                                     0
tronghieujimmy_dinh  1 Tage, 10 Stunden, 46 Minuten, 13 Sekunden                                     0
tsephel_palkhang     1 Tage, 10 Stunden, 47 Minuten, 10 Sekunden                                     0
tuem_bisrat          1 Tage, 10 Stunden, 46 Minuten, 26 Sekunden                                     0
tugrul_parlak        1 Tage, 10 Stunden, 45 Minuten, 41 Sekunden                                     0
urannik_rufati       1 Tage, 10 Stunden, 45 Minuten, 22 Sekunden                                     0
vaamanan_shan        1 Tage, 10 Stunden, 45 Minuten, 44 Sekunden                                     0
valdrin_sefedini     1 Tage, 10 Stunden, 45 Minuten, 4 Sekunden                                      0
valentin_jakaj       1 Tage, 10 Stunden, 45 Minuten, 27 Sekunden                                     0
valmir_gjukaj        1 Tage, 10 Stunden, 47 Minuten, 34 Sekunden                                     0
vanessa_geller       1 Tage, 10 Stunden, 47 Minuten, 35 Sekunden                                     0
vanessa_stich        1 Tage, 10 Stunden, 45 Minuten, 12 Sekunden                                     0
vanphuc_nguyen       1 Tage, 10 Stunden, 46 Minuten, 0 Sekunden                                      0
vantom_to            1 Tage, 10 Stunden, 45 Minuten, 11 Sekunden                                     0
varanan_vanniththamb 1 Tage, 10 Stunden, 37 Minuten, 5 Sekunden                                      0
varunan_murugalingam 1 Tage, 10 Stunden, 46 Minuten, 16 Sekunden                                     0
vatan_berisha        1 Tage, 10 Stunden, 44 Minuten, 49 Sekunden                                     0
veenujan_sinnathurai 1 Tage, 10 Stunden, 44 Minuten, 57 Sekunden                                     0
venujan_thavakumar   1 Tage, 10 Stunden, 46 Minuten, 53 Sekunden                                     0
veronica_streich     1 Tage, 10 Stunden, 44 Minuten, 38 Sekunden                                     0
veton_cani           1 Tage, 10 Stunden, 46 Minuten, 28 Sekunden                                     0
vijuran_vadivelu     1 Tage, 10 Stunden, 46 Minuten, 50 Sekunden                                     0
vinesh_vieirashanmug 1 Tage, 10 Stunden, 46 Minuten, 48 Sekunden                                     0
virag_kalotay        1 Tage, 10 Stunden, 46 Minuten, 16 Sekunden                                     0
virgile_hagmann      1 Tage, 10 Stunden, 47 Minuten, 31 Sekunden                                     0
vithurshan_gunasinga 1 Tage, 10 Stunden, 36 Minuten, 59 Sekunden                                     0
viturshan_yoganathan 1 Tage, 10 Stunden, 46 Minuten, 42 Sekunden                                     0
vlada_kozejeva       1 Tage, 10 Stunden, 47 Minuten, 22 Sekunden                                     0
waikin_thi           1 Tage, 10 Stunden, 46 Minuten, 52 Sekunden                                     0
waixing_thi          1 Tage, 10 Stunden, 46 Minuten, 52 Sekunden                                     0
wieland_werlen       1 Tage, 10 Stunden, 46 Minuten, 40 Sekunden                                     0
yahya_mirzaei        1 Tage, 10 Stunden, 44 Minuten, 41 Sekunden                                     0
yakob_boukhris       1 Tage, 10 Stunden, 46 Minuten, 23 Sekunden                                     0
yanik_ambuehl        1 Tage, 10 Stunden, 46 Minuten, 37 Sekunden                                     0
yannic_oliva         1 Tage, 10 Stunden, 47 Minuten, 11 Sekunden                                     0
yannic_ziegler       1 Tage, 10 Stunden, 46 Minuten, 41 Sekunden                                     0
yannick_boutellier   1 Tage, 10 Stunden, 44 Minuten, 55 Sekunden                                     0
yannick_mona         1 Tage, 10 Stunden, 47 Minuten, 14 Sekunden                                     0
yannick_probst       1 Tage, 10 Stunden, 47 Minuten, 9 Sekunden                                      0
yannick_zbinden      1 Tage, 10 Stunden, 46 Minuten, 41 Sekunden                                     0
yannicolas_hegelbach 1 Tage, 10 Stunden, 45 Minuten, 32 Sekunden                                     0
yannis_goering       1 Tage, 10 Stunden, 45 Minuten, 17 Sekunden                                     0
yannis_heusser       1 Tage, 10 Stunden, 45 Minuten, 58 Sekunden                                     0
yannis_schaad        1 Tage, 10 Stunden, 47 Minuten, 3 Sekunden                                      0
yasmin_zwygart       1 Tage, 10 Stunden, 46 Minuten, 16 Sekunden                                     0
yasser_elkoudsi      1 Tage, 10 Stunden, 45 Minuten, 37 Sekunden                                     0
yeabyo_kaleb         1 Tage, 10 Stunden, 45 Minuten, 39 Sekunden                                     0
yohannes_mussietekle 1 Tage, 10 Stunden, 36 Minuten, 56 Sekunden                                     0
yordanos_mengisteab  1 Tage, 10 Stunden, 44 Minuten, 44 Sekunden                                     0
yosief_gebrekidan    1 Tage, 10 Stunden, 44 Minuten, 45 Sekunden                                     0
youssef_mouhim       1 Tage, 10 Stunden, 45 Minuten, 30 Sekunden                                     0
yunus_polat          1 Tage, 10 Stunden, 45 Minuten, 58 Sekunden                                     0
yves_witmer          1 Tage, 10 Stunden, 48 Minuten, 2 Sekunden                                      0
yvesandre_lanz       1 Tage, 10 Stunden, 47 Minuten, 21 Sekunden                                     0
zahra_hoseyni        1 Tage, 10 Stunden, 45 Minuten, 22 Sekunden                                     0
zahra_quahraman      1 Tage, 10 Stunden, 44 Minuten, 43 Sekunden                                     0
zakaria_bamba        1 Tage, 10 Stunden, 45 Minuten, 21 Sekunden                                     0
zaman_gholami        1 Tage, 10 Stunden, 45 Minuten, 35 Sekunden                                     0
zamir_dauti          1 Tage, 10 Stunden, 45 Minuten, 23 Sekunden                                     0
zgjim_haziri         1 Tage, 10 Stunden, 44 Minuten, 59 Sekunden                                     0


